default,amount,interest,grade,years,ownership,income,age
0,2500,11.71,B,0.0,RENT,24000.0,23
0,3000,10.99,B,9.0,RENT,71000.0,26
1,4800,8.9,A,8.0,MORTGAGE,70000.0,45
0,3700,6.03,A,2.0,RENT,75000.0,23
0,15000,18.64,E,21.0,RENT,47000.0,24
0,12000,10.65,B,12.0,MORTGAGE,120000.0,29
0,1200,7.9,A,2.0,RENT,20400.0,23
0,3000,11.71,B,5.0,RENT,46000.0,43
0,1600,18.25,D,0.0,RENT,14400.0,24
0,6000,7.51,A,9.0,MORTGAGE,59000.0,26
0,3000,17.58,D,13.0,MORTGAGE,130000.0,26
0,6600,8.9,A,5.0,RENT,64000.0,22
0,5200,15.96,C,1.0,RENT,30000.0,23
0,7000,14.27,C,1.0,RENT,62000.0,30
0,12000,6.03,A,4.0,RENT,60000.0,23
0,7200,10.99,A,37.0,MORTGAGE,75000.0,25
0,15000,13.49,C,5.0,RENT,100000.0,26
0,10000,8.9,A,3.0,RENT,30000.0,28
0,6000,9.91,B,3.0,RENT,52800.0,24
0,15000,6.03,A,30.0,OWN,31200.0,25
0,29000,7.51,A,1.0,MORTGAGE,67000.0,26
1,10000,14.27,C,11.0,MORTGAGE,78000.0,25
0,3600,12.42,B,6.0,RENT,45000.0,27
0,30000,18.25,D,7.0,MORTGAGE,131000.0,27
1,13575,11.71,B,2.0,RENT,60000.0,29
0,12500,6.03,A,2.0,MORTGAGE,180000.0,30
0,5000,19.03,E,12.0,RENT,102240.0,22
0,10000,14.27,C,5.0,RENT,65000.0,26
0,3600,16.77,D,2.0,RENT,47000.0,22
1,10000,15.27,C,0.0,RENT,30000.0,23
0,5200,12.69,B,13.0,MORTGAGE,55684.0,30
0,9600,7.9,A,1.0,RENT,70560.0,23
0,12000,12.42,B,8.0,RENT,30000.0,37
0,6000,7.51,A,3.0,MORTGAGE,38000.0,22
0,10000,6.62,A,22.0,RENT,45000.0,23
0,10000,9.91,B,4.0,RENT,21600.0,24
0,6000,10.99,B,11.0,MORTGAGE,36000.0,30
0,2000,10.65,B,4.0,RENT,8400.0,23
0,5400,6.03,A,5.0,MORTGAGE,42000.0,22
0,2500,6.62,A,2.0,MORTGAGE,36538.32,29
0,15000,7.9,A,9.0,MORTGAGE,90000.0,31
0,15750,6.62,A,3.0,MORTGAGE,54000.0,22
0,4800,10.99,A,6.0,OWN,42000.0,22
0,16000,7.9,A,8.0,RENT,70000.0,39
0,15000,12.42,B,2.0,RENT,180000.0,27
0,28000,7.9,A,2.0,RENT,65000.0,23
0,6000,7.9,A,3.0,OWN,30000.0,26
0,8000,9.91,B,6.0,RENT,32000.0,27
0,20000,14.27,C,3.0,MORTGAGE,234000.0,25
0,3000,8.9,A,16.0,MORTGAGE,60000.0,23
0,16000,17.58,D,3.0,RENT,50000.0,25
1,2000,12.69,B,4.0,RENT,24000.0,24
0,10000,6.62,A,1.0,MORTGAGE,75000.0,40
0,35000,11.71,B,3.0,MORTGAGE,250000.0,28
0,10000,6.03,A,2.0,MORTGAGE,40000.0,22
0,4500,11.71,B,4.0,RENT,48000.0,28
0,3200,10.99,B,12.0,MORTGAGE,81100.0,24
0,14000,7.9,A,9.0,RENT,37947.0,21
0,20000,10.99,B,1.0,RENT,70000.0,34
0,10800,12.42,B,4.0,MORTGAGE,86000.0,32
0,14500,7.9,A,5.0,RENT,162000.0,25
0,15000,11.71,B,4.0,MORTGAGE,53808.0,47
0,15000,10.99,C,20.0,MORTGAGE,67200.0,25
0,12000,9.91,B,7.0,MORTGAGE,47500.0,24
0,4000,6.62,A,5.0,MORTGAGE,190000.0,29
0,3500,6.03,A,7.0,MORTGAGE,37980.0,25
0,12000,6.62,A,0.0,RENT,38000.0,27
0,6800,9.91,B,4.0,RENT,53000.0,26
0,10925,12.69,B,4.0,MORTGAGE,96000.0,25
0,8650,8.9,A,13.0,MORTGAGE,60000.0,28
0,3500,8.9,A,5.0,RENT,59000.0,24
0,35000,10.65,B,7.0,MORTGAGE,90000.0,24
0,4950,7.9,A,3.0,OWN,13200.0,23
1,10000,14.27,C,34.0,RENT,90000.0,31
0,10000,7.9,A,4.0,RENT,66000.0,29
0,4800,12.69,B,6.0,RENT,33000.0,26
0,3200,13.49,C,29.0,MORTGAGE,78000.0,33
0,3000,9.91,B,5.0,MORTGAGE,34800.0,27
0,2850,15.27,C,3.0,RENT,19200.0,22
0,6000,14.27,C,14.0,MORTGAGE,195000.0,34
0,2500,11.71,B,13.0,MORTGAGE,67000.0,23
0,15000,16.77,D,3.0,MORTGAGE,133000.0,35
0,14000,7.9,A,12.0,RENT,72000.0,24
0,3700,15.96,C,1.0,RENT,40000.0,28
0,3000,7.9,A,0.0,RENT,18000.0,21
0,1800,14.65,C,8.0,MORTGAGE,70000.0,32
0,5000,8.9,A,0.0,RENT,35000.0,33
0,13600,7.9,A,2.0,RENT,88000.0,35
0,10000,12.42,B,3.0,RENT,78000.0,22
0,21100,8.9,A,2.0,MORTGAGE,72000.0,27
0,12000,10.65,B,2.0,RENT,42000.0,23
0,10000,6.62,A,8.0,OWN,85000.0,24
0,15000,6.03,A,11.0,RENT,50000.0,22
0,5000,13.49,C,3.0,RENT,38400.0,28
1,8000,16.77,D,6.0,RENT,40000.0,29
0,16000,6.03,A,10.0,MORTGAGE,98000.0,34
0,21000,7.9,A,23.0,RENT,79000.0,24
0,4000,10.65,B,13.0,MORTGAGE,300000.0,30
0,4400,11.71,B,17.0,MORTGAGE,120000.0,23
0,15000,6.03,A,0.0,MORTGAGE,57500.0,33
0,7000,14.65,C,0.0,RENT,50000.0,30
0,7750,10.99,B,8.0,MORTGAGE,29000.0,37
0,11500,8.9,A,6.0,MORTGAGE,55000.0,26
0,18000,11.71,B,0.0,RENT,85000.0,25
0,15000,15.27,C,1.0,RENT,30000.0,22
0,22000,11.71,B,3.0,RENT,84000.0,23
0,9000,6.62,A,4.0,MORTGAGE,54000.0,27
0,9500,11.71,B,2.0,MORTGAGE,90000.0,25
0,11200,11.71,B,3.0,RENT,78402.0,26
0,4000,7.9,A,6.0,RENT,45000.0,22
0,8000,10.99,E,3.0,RENT,30000.0,24
0,6000,14.27,C,5.0,MORTGAGE,180000.0,43
0,16000,16.77,D,19.0,MORTGAGE,144000.0,27
0,10000,9.91,B,1.0,RENT,45000.0,28
0,12000,10.65,B,3.0,MORTGAGE,60000.0,23
0,17200,14.27,C,0.0,RENT,75000.0,29
0,12000,10.99,C,14.0,MORTGAGE,88000.0,23
0,3000,12.42,B,0.0,RENT,43500.0,30
0,6700,10.99,A,3.0,MORTGAGE,22080.0,23
0,10000,6.62,A,15.0,MORTGAGE,91154.0,55
0,23500,13.49,C,0.0,MORTGAGE,48000.0,25
0,3000,12.69,B,13.0,MORTGAGE,47000.0,24
0,25000,7.9,A,4.0,MORTGAGE,118000.0,26
0,11050,12.69,B,2.0,RENT,120000.0,27
0,11200,14.27,C,10.0,OWN,46000.0,30
0,3000,19.91,E,10.0,MORTGAGE,71760.0,26
0,8000,7.9,A,6.0,RENT,75000.0,28
0,8000,10.99,C,12.0,MORTGAGE,110000.0,25
1,8000,12.69,B,2.0,MORTGAGE,40000.0,28
0,6000,6.62,A,3.0,RENT,24000.0,69
0,8500,14.27,C,2.0,RENT,18000.0,26
0,14000,7.9,A,1.0,MORTGAGE,111239.96,24
0,18000,7.9,A,3.0,MORTGAGE,46000.0,27
0,3650,9.91,B,1.0,MORTGAGE,12960.0,24
0,2400,9.91,B,4.0,RENT,8280.0,22
0,8000,14.27,C,3.0,RENT,90000.0,26
0,12500,19.03,E,12.0,MORTGAGE,96000.0,27
0,6400,8.9,A,4.0,RENT,35000.0,43
0,2400,10.99,C,1.0,RENT,35000.0,22
0,5000,8.9,A,6.0,MORTGAGE,140000.0,30
0,20000,12.42,B,3.0,RENT,110000.0,23
0,6000,10.99,B,11.0,RENT,45000.0,37
0,11500,12.42,B,4.0,RENT,50000.0,35
0,25000,9.91,B,3.0,RENT,66000.0,24
0,5300,14.65,C,13.0,RENT,43218.0,27
0,15000,14.65,C,2.0,MORTGAGE,75000.0,28
0,21600,7.51,A,2.0,MORTGAGE,70000.0,48
0,5000,8.9,A,0.0,RENT,42000.0,22
0,24000,7.9,A,4.0,MORTGAGE,115000.0,23
0,4500,6.62,A,0.0,RENT,36000.0,21
0,3500,15.27,C,1.0,RENT,26400.0,22
0,2500,14.65,C,14.0,RENT,48000.0,47
0,5000,10.65,B,2.0,MORTGAGE,34000.0,36
0,4000,11.71,B,4.0,RENT,25000.0,23
1,21600,15.27,C,4.0,MORTGAGE,96000.0,22
0,10000,12.69,B,1.0,MORTGAGE,110000.0,25
1,6000,6.62,A,4.0,RENT,21640.0,24
0,24000,7.9,A,4.0,RENT,85000.0,32
0,17000,6.03,A,4.0,MORTGAGE,61200.0,29
0,2400,7.9,A,3.0,RENT,63300.0,23
0,10000,10.65,B,2.0,MORTGAGE,89000.0,27
0,14000,6.62,A,25.0,RENT,55000.0,25
0,6700,10.65,B,3.0,MORTGAGE,40000.0,22
1,7000,19.03,E,5.0,OWN,46800.0,25
0,9000,7.51,A,4.0,RENT,46000.0,32
0,16950,18.25,D,2.0,RENT,55000.0,21
0,3600,15.27,C,2.0,RENT,18000.0,29
0,15000,18.25,D,5.0,RENT,64000.0,25
1,4950,11.71,B,17.0,MORTGAGE,19200.0,22
0,5875,12.69,B,4.0,RENT,40000.0,26
0,10000,6.03,A,3.0,RENT,102000.0,30
0,3000,16.29,D,4.0,RENT,16080.0,23
0,5000,6.03,A,13.0,MORTGAGE,95000.0,47
0,5825,6.62,A,0.0,RENT,12000.0,23
0,2000,7.9,A,2.0,MORTGAGE,30000.0,31
0,12500,7.9,A,7.0,MORTGAGE,70000.0,39
0,12000,6.03,A,0.0,MORTGAGE,125000.0,45
0,4600,6.03,A,0.0,RENT,27864.0,23
0,12000,6.62,A,0.0,MORTGAGE,50000.0,27
0,1000,16.29,D,5.0,MORTGAGE,45727.2,27
0,8000,6.03,A,9.0,OWN,35400.0,22
0,5800,10.65,B,1.0,RENT,27000.0,26
0,2400,8.9,A,3.0,RENT,40000.0,23
0,6000,6.03,A,21.0,MORTGAGE,80000.0,25
1,3825,10.99,D,4.0,RENT,14400.0,24
0,10200,12.69,B,1.0,RENT,36000.0,26
0,9250,10.99,A,13.0,MORTGAGE,49200.0,30
0,21500,6.62,A,3.0,MORTGAGE,137000.0,26
1,4000,14.27,C,2.0,RENT,16800.0,22
0,3200,10.99,B,3.0,RENT,44568.0,22
0,4350,6.03,A,4.0,RENT,30000.0,22
0,5000,7.9,A,1.0,RENT,76000.0,25
1,7475,7.9,A,3.0,OWN,53000.0,28
1,2800,7.51,A,30.0,MORTGAGE,52800.0,36
0,5300,7.9,A,8.0,RENT,23340.0,23
1,4000,10.99,A,0.0,RENT,40860.0,31
0,9000,6.03,A,15.0,MORTGAGE,35352.0,31
0,16000,6.03,A,7.0,MORTGAGE,110000.0,36
0,15000,9.91,B,3.0,RENT,50000.0,26
0,2500,7.51,A,4.0,MORTGAGE,63554.4,24
0,25600,10.99,C,6.0,MORTGAGE,60000.0,23
0,12000,6.62,A,4.0,MORTGAGE,82524.0,31
1,35000,14.27,C,16.0,RENT,70000.0,24
0,11325,15.96,C,3.0,OWN,40000.0,35
0,2500,6.62,A,4.0,RENT,61200.0,31
0,10625,7.9,A,3.0,RENT,27900.0,27
1,4000,17.27,D,4.0,RENT,43200.0,27
0,3000,12.42,B,11.0,RENT,61200.0,23
0,4800,12.42,B,5.0,RENT,42000.0,28
0,6000,7.9,A,4.0,MORTGAGE,81360.0,26
0,6000,12.69,B,1.0,RENT,44000.0,25
0,14000,12.42,B,2.0,MORTGAGE,210000.0,29
0,12000,10.65,B,0.0,RENT,70000.0,27
0,9450,6.62,A,3.0,RENT,25000.0,24
0,8000,6.03,A,12.0,MORTGAGE,50000.0,22
0,5600,15.96,C,14.0,MORTGAGE,75000.0,32
0,30000,7.9,A,9.0,MORTGAGE,155000.0,36
0,6075,10.99,B,0.0,RENT,23850.0,29
0,4000,14.27,C,6.0,MORTGAGE,50000.0,30
1,4350,15.27,C,1.0,RENT,90000.0,35
0,9000,14.27,C,5.0,MORTGAGE,180000.0,31
1,20000,11.71,B,0.0,RENT,43000.0,45
0,10000,8.9,A,17.0,MORTGAGE,60000.0,22
0,10000,12.69,B,4.0,MORTGAGE,98000.0,27
0,12875,10.99,B,42.0,RENT,35000.0,26
0,4000,10.99,A,0.0,OWN,29120.0,27
0,1000,11.71,B,28.0,RENT,54000.0,26
0,3500,13.49,C,9.0,RENT,65000.0,27
0,8875,19.03,E,4.0,RENT,38200.0,41
0,2300,11.71,B,7.0,RENT,62400.0,25
1,6850,10.65,B,3.0,RENT,53000.0,22
0,6000,7.9,A,6.0,MORTGAGE,47500.0,22
0,12300,6.62,A,1.0,OWN,28000.0,22
0,14000,16.29,D,7.0,OWN,85000.0,23
0,16000,7.9,A,3.0,RENT,125000.0,22
0,6000,15.27,C,17.0,MORTGAGE,35900.0,22
0,6300,11.71,B,23.0,MORTGAGE,65000.0,24
0,6200,10.99,A,7.0,MORTGAGE,62000.0,24
0,7200,8.9,A,0.0,MORTGAGE,65000.0,22
0,4600,11.71,B,0.0,RENT,33000.0,23
0,10625,6.03,A,2.0,RENT,24000.0,25
0,1800,11.71,B,6.0,MORTGAGE,62000.0,23
0,7000,6.03,A,5.0,RENT,35000.0,23
0,10200,17.27,D,0.0,MORTGAGE,40000.0,29
1,2000,11.71,B,0.0,RENT,21600.0,21
0,13000,12.42,B,0.0,RENT,50000.0,22
0,8000,6.03,A,2.0,MORTGAGE,55000.0,25
0,7200,9.91,B,2.0,RENT,38400.0,26
0,4400,6.62,A,4.0,OWN,49000.0,29
0,24000,8.9,A,8.0,MORTGAGE,200000.0,31
0,14000,14.27,C,0.0,MORTGAGE,38400.0,29
0,10000,13.49,C,7.0,MORTGAGE,65000.0,38
0,6000,7.51,A,12.0,MORTGAGE,31000.0,21
0,12000,9.91,B,6.0,MORTGAGE,100000.0,25
0,8000,17.58,D,0.0,RENT,27996.0,23
0,8000,12.42,B,5.0,RENT,95000.0,28
0,8000,6.62,A,6.0,MORTGAGE,38400.0,23
0,12000,10.99,B,0.0,RENT,47840.0,28
0,14000,6.03,A,30.0,RENT,60000.0,22
0,4400,16.29,D,9.0,MORTGAGE,82000.0,29
0,8000,7.51,A,0.0,MORTGAGE,60000.0,23
0,14000,6.03,A,3.0,MORTGAGE,115000.0,33
0,10000,7.9,A,12.0,MORTGAGE,180000.0,32
0,4900,11.71,B,23.0,RENT,30000.0,27
0,4500,6.62,A,11.0,MORTGAGE,31164.0,23
0,15000,7.9,A,18.0,MORTGAGE,126000.0,25
1,12000,11.71,B,2.0,MORTGAGE,72000.0,30
0,12000,8.9,A,4.0,RENT,39600.0,24
0,14000,12.69,B,4.0,RENT,75000.0,34
0,2400,11.71,B,0.0,RENT,24500.0,37
0,14000,6.03,A,4.0,MORTGAGE,92000.0,29
0,8000,10.99,C,11.0,MORTGAGE,97000.0,25
0,6000,9.91,B,5.0,RENT,31200.0,30
0,4400,11.71,B,5.0,RENT,37440.0,33
0,2100,9.91,B,4.0,MORTGAGE,50000.0,27
1,6000,6.62,A,2.0,RENT,37200.0,27
0,6000,12.42,B,7.0,RENT,21000.0,29
0,6000,10.99,C,3.0,MORTGAGE,50000.0,30
0,6000,10.99,B,3.0,RENT,55000.0,25
0,4200,10.99,A,3.0,RENT,35000.0,27
0,20000,10.65,B,7.0,RENT,48000.0,22
0,1000,14.27,C,1.0,RENT,64548.0,29
0,18400,8.9,A,11.0,RENT,120000.0,23
0,12400,10.99,A,12.0,RENT,72000.0,30
0,15000,6.03,A,12.0,MORTGAGE,66000.0,23
0,8000,9.91,B,15.0,MORTGAGE,210000.0,25
0,2000,6.62,A,6.0,RENT,25000.0,24
0,10000,12.69,B,9.0,RENT,90000.0,23
0,30000,8.9,A,9.0,MORTGAGE,150000.0,39
0,10000,7.9,A,6.0,RENT,75000.0,28
0,10375,10.99,B,14.0,MORTGAGE,45975.25,22
0,5000,15.96,C,1.0,RENT,56650.0,57
0,9200,6.03,A,7.0,MORTGAGE,100000.0,26
1,5000,9.91,B,4.0,RENT,38000.0,23
0,3600,16.29,D,2.0,MORTGAGE,49200.0,44
1,5500,10.65,B,5.0,MORTGAGE,40000.0,26
0,3600,7.51,A,2.0,RENT,31800.0,25
0,5000,10.65,B,4.0,RENT,37000.0,22
0,12000,11.71,B,2.0,RENT,80000.0,22
0,16000,14.65,C,5.0,MORTGAGE,200000.0,21
0,15000,6.03,A,9.0,MORTGAGE,91000.0,24
0,10625,6.62,A,4.0,RENT,33000.0,27
0,3600,9.91,B,2.0,MORTGAGE,25000.0,21
1,8000,14.27,C,5.0,RENT,31000.0,26
0,8000,7.51,A,3.0,RENT,15500.0,21
0,17000,6.03,A,7.0,MORTGAGE,48000.0,35
0,3500,9.91,B,4.0,MORTGAGE,42000.0,22
0,23000,10.99,B,3.0,RENT,56544.0,25
0,15000,10.99,B,2.0,RENT,44000.0,27
0,25000,7.9,A,2.0,MORTGAGE,200000.0,38
0,16000,11.71,B,12.0,RENT,40000.0,29
0,6625,6.62,A,1.0,MORTGAGE,64000.0,22
0,3000,7.9,A,2.0,RENT,29102.88,30
0,25000,8.9,A,2.0,RENT,175000.0,25
0,9000,7.51,A,4.0,RENT,80400.0,23
0,12600,11.71,B,4.0,OWN,50000.0,23
0,4850,6.62,A,0.0,RENT,40000.0,24
0,5000,12.69,B,13.0,RENT,23400.0,33
1,15000,7.51,A,11.0,MORTGAGE,49772.64,35
0,10000,6.03,A,5.0,MORTGAGE,30576.0,25
0,6000,10.99,A,2.0,OWN,45000.0,21
1,15600,19.42,E,30.0,MORTGAGE,148112.0,25
1,1000,10.65,B,0.0,RENT,33600.0,54
0,15600,7.9,A,5.0,OWN,55000.0,38
0,8000,6.03,A,21.0,MORTGAGE,53000.0,24
0,27600,10.99,A,2.0,RENT,69000.0,24
1,8000,16.29,D,4.0,RENT,19200.0,22
0,7200,10.65,B,3.0,RENT,45000.0,24
0,10000,7.51,A,7.0,RENT,79000.0,35
0,7800,16.77,D,6.0,RENT,78000.0,26
0,7000,7.51,A,1.0,RENT,45000.0,26
0,6000,12.42,B,1.0,RENT,75000.0,23
1,2400,11.71,B,2.0,RENT,12000.0,31
0,30000,7.9,A,27.0,RENT,120000.0,25
1,14400,10.65,B,0.0,MORTGAGE,75000.0,26
0,8675,7.51,A,3.0,MORTGAGE,42000.0,24
0,4200,11.71,B,8.0,RENT,72500.0,22
0,6500,7.9,A,3.0,RENT,75000.0,40
0,14950,6.62,A,3.0,RENT,165000.0,25
0,4500,14.27,C,2.0,RENT,35000.0,22
0,6000,10.99,B,2.0,RENT,40000.0,24
1,7200,11.71,B,5.0,RENT,45000.0,34
1,3000,10.99,C,3.0,RENT,36000.0,29
0,24000,10.99,A,13.0,RENT,65000.0,26
0,9000,12.42,B,3.0,RENT,65000.0,30
0,18000,14.65,C,4.0,MORTGAGE,140000.0,28
0,15000,8.9,A,1.0,RENT,40000.0,57
0,18000,9.91,B,15.0,MORTGAGE,90000.0,25
0,5000,10.99,B,19.0,MORTGAGE,72000.0,23
0,7000,10.99,A,3.0,RENT,50026.0,26
0,8500,6.62,A,6.0,MORTGAGE,86706.0,30
0,15000,6.03,A,2.0,MORTGAGE,86000.0,23
1,6000,16.29,D,5.0,RENT,39564.0,42
0,2400,11.71,B,5.0,RENT,39800.0,35
0,20000,11.71,B,7.0,RENT,80700.0,23
0,12000,13.49,C,0.0,RENT,125000.0,41
0,15000,12.42,B,7.0,RENT,72000.0,25
0,12000,6.03,A,8.0,OWN,48000.0,22
1,1500,11.71,B,1.0,RENT,21600.0,30
0,28000,9.91,B,6.0,OWN,110000.0,25
0,13200,16.77,D,7.0,MORTGAGE,49000.0,35
0,4800,11.71,B,15.0,OWN,105000.0,26
0,12000,9.91,B,15.0,MORTGAGE,125000.0,25
0,1500,9.91,B,13.0,RENT,48000.0,35
0,16000,7.9,A,3.0,MORTGAGE,480000.0,41
0,1000,12.42,B,7.0,MORTGAGE,36000.0,21
0,5250,10.99,A,3.0,MORTGAGE,36000.0,22
0,1500,6.03,A,2.0,MORTGAGE,60000.0,29
0,2400,11.71,B,4.0,RENT,15648.0,25
1,14000,10.99,B,6.0,OWN,45760.0,27
1,15000,10.99,B,0.0,RENT,36021.96,22
0,8250,7.51,A,7.0,RENT,48000.0,35
0,7450,12.69,B,1.0,MORTGAGE,95000.0,24
0,22000,7.51,A,28.0,MORTGAGE,115000.0,28
0,3250,13.49,C,22.0,MORTGAGE,55000.0,22
0,10000,10.65,B,1.0,RENT,122500.0,26
0,4900,15.27,C,2.0,MORTGAGE,80000.0,25
0,9500,14.65,C,11.0,RENT,54000.0,23
1,3800,7.51,A,0.0,MORTGAGE,47000.0,29
0,7500,6.03,A,1.0,RENT,210000.0,41
0,12000,7.51,A,11.0,RENT,120000.0,32
1,8875,10.65,B,6.0,MORTGAGE,40000.0,27
0,5000,6.03,A,4.0,OWN,25000.0,22
0,6000,7.9,A,4.0,MORTGAGE,66000.0,22
0,10000,7.9,A,16.0,MORTGAGE,80000.0,29
0,18200,9.91,B,2.0,RENT,36400.0,25
0,12000,11.71,B,3.0,MORTGAGE,71201.0,22
0,6250,12.69,B,34.0,MORTGAGE,36000.0,33
0,3600,7.9,A,8.0,MORTGAGE,52800.0,24
0,17900,7.9,A,0.0,RENT,65000.0,34
0,8000,6.03,A,1.0,RENT,42682.0,28
0,7125,7.9,A,1.0,MORTGAGE,36000.0,39
0,6400,7.51,A,1.0,RENT,31200.0,26
0,17400,11.71,B,5.0,RENT,133000.0,24
0,6000,10.65,B,4.0,RENT,108000.0,27
0,14000,8.9,A,5.0,MORTGAGE,187000.0,47
0,7000,12.69,B,2.0,MORTGAGE,84000.0,27
0,9000,16.77,D,4.0,MORTGAGE,61000.0,25
1,10000,15.27,C,5.0,RENT,50000.0,27
0,5500,8.9,A,0.0,RENT,30000.0,36
0,5000,8.9,A,0.0,RENT,76000.0,25
0,11000,9.91,B,12.0,RENT,60000.0,46
0,15000,13.49,C,12.0,MORTGAGE,112000.0,27
0,12075,12.42,B,3.0,RENT,170000.0,27
0,6725,6.62,A,8.0,RENT,70000.0,23
0,15000,6.03,A,6.0,MORTGAGE,43000.0,28
0,10000,10.99,A,4.0,MORTGAGE,86000.0,23
0,6500,6.03,A,6.0,MORTGAGE,46150.0,38
0,24400,8.9,A,6.0,MORTGAGE,90000.0,27
0,12000,14.27,C,0.0,RENT,40320.0,22
1,10000,12.69,B,1.0,RENT,40000.0,24
0,6000,15.27,C,2.0,RENT,60000.0,39
0,3000,17.58,D,5.0,RENT,60000.0,25
0,9600,10.99,A,2.0,OWN,38000.0,24
0,12000,7.9,A,0.0,MORTGAGE,50400.0,22
0,12000,9.91,B,13.0,MORTGAGE,63150.0,23
0,10000,6.62,A,6.0,RENT,54000.0,22
0,13000,15.27,C,2.0,MORTGAGE,62000.0,22
0,13000,11.71,B,19.0,RENT,120000.0,23
0,4200,9.91,B,3.0,OWN,50000.0,29
0,10000,6.03,A,2.0,MORTGAGE,67200.0,31
0,9500,10.99,B,1.0,RENT,46000.0,25
1,30000,7.51,A,5.0,OWN,125000.0,31
0,30000,14.27,C,3.0,MORTGAGE,60000.0,26
0,5375,10.99,A,6.0,MORTGAGE,54000.0,30
0,14500,10.65,B,24.0,MORTGAGE,54000.0,30
0,5000,7.51,A,5.0,OWN,15000.0,29
0,15000,7.9,A,0.0,RENT,90000.0,24
0,13000,9.91,B,1.0,RENT,37000.0,27
0,28000,6.62,A,3.0,MORTGAGE,300000.0,66
0,7200,15.27,C,4.0,RENT,30000.0,29
0,5225,9.91,B,1.0,MORTGAGE,55000.0,24
0,5000,16.77,D,4.0,RENT,90000.0,26
1,25000,16.77,D,20.0,MORTGAGE,90000.0,22
0,20000,15.96,C,6.0,MORTGAGE,78000.0,33
0,10000,6.03,A,19.0,MORTGAGE,79200.0,36
0,14000,8.9,A,3.0,RENT,30000.0,34
0,4600,7.9,A,22.0,MORTGAGE,30000.0,23
0,7000,7.9,A,13.0,MORTGAGE,75000.0,24
0,12000,7.9,A,11.0,MORTGAGE,65000.0,26
0,6500,10.65,B,0.0,RENT,115000.0,29
0,8500,7.51,A,5.0,RENT,42000.0,21
0,12000,13.49,C,0.0,RENT,64000.0,27
0,6400,10.99,A,4.0,MORTGAGE,51000.0,34
0,16000,11.71,B,2.0,RENT,35000.0,24
0,11000,16.77,D,3.0,RENT,125000.0,40
0,3200,11.71,B,5.0,RENT,65000.0,26
0,3300,11.71,B,1.0,RENT,75000.0,35
0,9400,6.62,A,7.0,MORTGAGE,98280.0,23
0,4000,13.49,C,6.0,MORTGAGE,103000.0,23
0,10000,12.42,B,13.0,OWN,70000.0,26
0,12000,6.03,A,15.0,MORTGAGE,80000.0,28
0,18000,10.99,A,6.0,OWN,42000.0,25
0,14075,9.91,B,8.0,MORTGAGE,57468.0,23
0,8000,10.99,A,4.0,MORTGAGE,33600.0,27
1,7125,11.71,B,0.0,MORTGAGE,22800.0,22
0,6500,10.65,B,2.0,MORTGAGE,56650.0,22
0,2850,7.51,A,10.0,MORTGAGE,87120.0,33
0,8000,13.49,C,3.0,RENT,37000.0,27
0,1500,18.64,E,0.0,RENT,18000.0,22
0,30000,10.65,B,2.0,MORTGAGE,70000.0,37
0,9475,6.03,A,0.0,MORTGAGE,62000.0,35
0,3000,14.65,C,4.0,MORTGAGE,50400.0,25
0,20900,12.69,B,2.0,RENT,82000.0,23
0,8000,6.62,A,2.0,RENT,50000.0,22
0,6000,10.99,C,1.0,OWN,24000.0,27
0,2600,15.27,C,18.0,RENT,74029.56,23
0,11500,7.9,A,5.0,MORTGAGE,29000.0,23
0,5000,12.69,B,5.0,OWN,50000.0,24
0,6500,10.65,B,3.0,MORTGAGE,95000.0,54
0,24000,7.9,A,2.0,MORTGAGE,95000.0,22
0,5800,10.99,B,11.0,MORTGAGE,72000.0,34
1,5000,6.62,A,5.0,MORTGAGE,42082.0,27
0,2600,16.29,D,4.0,RENT,15000.0,29
0,3000,10.99,A,13.0,MORTGAGE,55000.0,36
0,10375,6.62,A,6.0,MORTGAGE,79000.0,22
0,7200,6.62,A,7.0,MORTGAGE,82008.0,35
0,4200,12.42,B,9.0,MORTGAGE,72000.0,23
0,4200,6.62,A,6.0,RENT,69000.0,26
0,10000,7.51,A,7.0,RENT,60629.92,24
0,5000,6.03,A,2.0,MORTGAGE,72000.0,25
0,14125,6.62,A,4.0,OWN,30000.0,23
0,10000,6.62,A,4.0,RENT,85000.0,30
0,10000,11.71,B,19.0,OWN,180000.0,31
0,5400,8.9,A,11.0,MORTGAGE,38000.0,25
0,9000,10.99,B,6.0,MORTGAGE,100000.0,22
0,24000,15.96,C,9.0,MORTGAGE,134500.0,30
0,12000,7.9,A,8.0,MORTGAGE,77000.0,25
0,4925,11.71,B,9.0,OWN,46000.0,53
1,7200,11.71,B,0.0,RENT,31700.0,21
0,30000,19.03,E,13.0,MORTGAGE,81840.0,42
0,20000,7.9,A,3.0,RENT,101000.0,31
1,8000,16.77,D,7.0,RENT,21000.0,22
0,18000,7.9,A,6.0,MORTGAGE,70000.0,40
0,6400,11.71,B,3.0,MORTGAGE,37000.0,23
0,9600,6.62,A,4.0,MORTGAGE,54000.0,26
0,7000,6.03,A,16.0,MORTGAGE,80000.0,26
0,7000,10.65,B,1.0,RENT,90000.0,23
0,9600,9.91,B,24.0,RENT,59000.0,33
0,10000,7.9,A,2.0,MORTGAGE,50000.0,25
0,18000,7.9,A,7.0,MORTGAGE,140000.0,27
0,8400,6.62,A,20.0,MORTGAGE,72000.0,42
0,7200,10.65,B,2.0,MORTGAGE,105000.0,26
