default,amount,interest,grade,years,ownership,income,age
0,14000,9.99,B,0,MORTGAGE,110000,21
0,1500,5.42,A,8,RENT,58000,22
0,17475,11.99,B,1,RENT,45000,27
0,1500,15.23,C,34,MORTGAGE,71000,22
0,7200,7.49,A,34,MORTGAGE,78500,23
0,8500,15.23,C,0,MORTGAGE,65000,23
0,9800,15.99,D,2,MORTGAGE,136000,23
1,15000,7.49,A,11,MORTGAGE,45600,30
0,6500,11.99,B,3,RENT,16800,27
0,3350,5.42,A,0,MORTGAGE,91992,39
0,10000,13.49,C,3,RENT,62000,24
0,6400,NA,A,2,OWN,35000,25
0,6000,7.49,A,9,MORTGAGE,70000,31
0,6000,5.99,A,1,MORTGAGE,47000,23
0,5600,15.23,C,16,MORTGAGE,105000,24
1,6575,13.49,C,5,RENT,36000,27
1,7000,9.99,B,5,RENT,42614,22
0,12000,10.99,B,6,RENT,72000,22
0,5000,11.49,B,5,RENT,75000,22
0,15000,10.99,B,3,MORTGAGE,120000,30
0,5400,7.49,A,4,RENT,60000,23
0,3375,13.49,C,10,RENT,33000,21
1,6000,13.49,C,NA,RENT,27120,33
0,3200,6.99,A,6,MORTGAGE,48000,25
0,12225,7.49,A,4,MORTGAGE,154000,25
0,5000,10.99,B,18,MORTGAGE,98000,41
0,12000,5.42,A,0,MORTGAGE,95400,21
0,7550,11.49,B,11,MORTGAGE,175000,25
0,2000,11.49,B,12,MORTGAGE,70000,22
0,4500,NA,B,5,RENT,72000,58
0,17600,10.59,B,13,MORTGAGE,1.00E+05,25
0,8800,5.42,A,9,MORTGAGE,43000,26
0,1500,10.59,B,0,MORTGAGE,15120,21
0,7000,10.99,B,4,RENT,89000,25
0,10000,15.62,D,21,RENT,90000,30
0,6250,15.99,D,3,RENT,27000,22
0,15000,NA,C,3,RENT,85100,24
0,35000,14.79,C,27,MORTGAGE,215000,23
0,10000,6.99,A,1,MORTGAGE,30000,30
0,2500,5.99,A,6,MORTGAGE,81000,28
0,16000,12.99,C,3,RENT,40000,23
0,2500,NA,C,19,MORTGAGE,56810,26
0,3000,5.42,A,14,MORTGAGE,33600,28
0,13800,11.99,B,23,RENT,80600,25
0,1800,5.42,A,12,RENT,35000,29
0,2500,8.49,A,1,RENT,48000,28
1,5900,7.49,A,3,MORTGAGE,78644,22
0,12000,11.49,B,19,RENT,58000,22
0,10000,8.49,A,0,RENT,40000,24
0,5000,10.59,B,11,RENT,50000,23
0,6000,5.42,A,17,OWN,125000,26
0,4000,5.99,A,0,MORTGAGE,60000,25
0,14000,7.49,A,2,OWN,35000,27
0,25000,17.49,D,4,MORTGAGE,67100,24
1,5000,14.79,C,6,RENT,41000,21
0,3250,10.99,B,4,MORTGAGE,39000,22
0,4000,10.99,B,11,MORTGAGE,55000,29
0,12000,10.99,B,3,MORTGAGE,145000,24
0,3600,10.99,B,2,RENT,30000,22
0,4000,13.99,C,7,MORTGAGE,49000,23
0,6200,5.99,A,9,RENT,20000,26
0,4000,10.59,B,22,MORTGAGE,60000,39
0,4000,15.23,C,6,RENT,35000,29
0,15000,8.49,A,4,MORTGAGE,78000,23
0,8400,16.89,D,0,RENT,52500,23
0,5000,5.42,A,NA,MORTGAGE,56000,25
0,11000,NA,B,0,RENT,37440,23
0,16000,16.89,D,17,OWN,75000,27
0,5975,11.49,B,4,MORTGAGE,34800,26
0,10000,14.79,C,11,MORTGAGE,153000,33
0,4475,7.49,A,3,MORTGAGE,140000,24
0,3000,5.42,A,11,RENT,48000,29
0,10000,16.49,D,2,OWN,28800,22
0,8000,8.49,A,9,MORTGAGE,145000,25
0,3000,7.49,A,2,RENT,24000,31
0,2500,10.99,B,9,RENT,80000,38
0,3200,8.49,A,1,RENT,18000,21
0,2650,12.99,C,8,MORTGAGE,52000,22
0,14000,7.49,A,3,RENT,65000,22
0,12000,11.99,B,3,RENT,72000,33
0,35000,16.49,D,19,MORTGAGE,119000,22
1,7425,9.99,B,11,OWN,71884,56
0,2000,15.23,C,3,MORTGAGE,93000,25
0,19000,11.99,B,4,MORTGAGE,105000,23
0,15000,6.99,A,5,RENT,1.00E+05,26
0,10000,5.99,A,2,MORTGAGE,62000,22
0,7300,7.49,A,8,MORTGAGE,63000,23
0,3500,5.99,A,5,MORTGAGE,54000,34
0,2800,10.99,B,9,MORTGAGE,60000,22
0,9000,10.59,B,15,RENT,83000,23
0,28000,15.62,D,0,MORTGAGE,110000,26
0,30000,15.23,C,6,RENT,92004,23
1,5000,11.99,B,NA,MORTGAGE,50000,24
0,7200,7.49,A,2,MORTGAGE,69935,23
0,16000,11.99,B,3,RENT,113000,24
0,15650,21.74,F,4,RENT,44400,24
0,4000,11.49,B,4,RENT,75000,25
0,4750,9.99,B,0,RENT,60000,30
1,6000,12.99,C,9,MORTGAGE,50400,25
0,4375,8.49,A,5,RENT,50000,23
0,1400,9.99,B,4,RENT,18576,27
0,3000,5.99,A,NA,MORTGAGE,105000,29
0,10000,6.99,A,6,MORTGAGE,75000,36
0,6000,NA,B,0,RENT,110000,24
0,3900,11.99,B,2,RENT,55000,28
0,6700,NA,B,18,MORTGAGE,46000,34
0,8150,6.99,A,0,OWN,150750,42
0,1800,11.49,B,4,RENT,34000,21
0,18000,10.99,B,0,MORTGAGE,90000,39
0,6000,5.42,A,31,OWN,55316.04,26
0,5000,11.99,B,6,OWN,41000,29
0,9000,10.59,B,2,RENT,40000,22
0,8000,NA,B,12,MORTGAGE,64000,24
1,13000,10.59,B,7,RENT,67000,27
0,7550,9.99,B,12,MORTGAGE,31200,23
0,9000,11.99,B,3,MORTGAGE,48000,29
0,35000,10.59,B,20,MORTGAGE,140000,25
1,8000,7.49,A,19,MORTGAGE,87000,23
0,9600,11.99,B,7,MORTGAGE,62000,30
0,7200,7.49,A,5,MORTGAGE,157000,31
0,10000,10.99,B,23,MORTGAGE,28000,22
0,14500,11.99,B,5,MORTGAGE,32500,22
0,7000,6.99,A,15,MORTGAGE,65000,23
0,20675,NA,A,7,MORTGAGE,73000,34
0,32000,10.99,B,13,RENT,69996,34
0,6600,16.49,D,0,RENT,36000,31
0,1000,5.42,A,14,RENT,44000,37
0,25000,7.49,A,3,MORTGAGE,115000,28
0,11450,8.49,A,7,RENT,40000,29
0,4400,11.49,B,19,RENT,19200,22
0,4000,13.99,C,5,RENT,86095,27
1,5500,13.49,C,3,RENT,57000,26
0,3050,10.59,B,2,MORTGAGE,56160,23
0,1500,11.99,B,8,RENT,52000,21
0,16000,16.49,D,11,MORTGAGE,1.00E+05,30
0,5500,15.23,C,5,RENT,105000,28
0,8000,15.23,C,5,RENT,54000,28
0,7000,15.62,D,0,RENT,24000,24
0,4200,11.99,B,4,MORTGAGE,48000,24
0,2000,13.99,C,9,RENT,35000,26
0,2400,10.59,B,6,MORTGAGE,33280,32
0,35000,16.89,D,6,MORTGAGE,77000,22
1,10000,18.39,E,9,RENT,22000,32
1,15000,9.99,B,4,RENT,65000,25
0,8000,10.99,B,3,RENT,45000,31
0,24000,7.49,A,9,MORTGAGE,150000,24
0,7000,10.99,B,13,MORTGAGE,90000,24
0,10000,10.99,B,1,MORTGAGE,72000,27
0,11000,5.99,A,7,MORTGAGE,51300,25
0,6000,10.99,B,3,RENT,95000,24
0,16000,11.49,B,3,RENT,43000,25
0,6150,5.99,A,5,RENT,77385.19,24
0,23750,12.99,C,20,MORTGAGE,110000,26
0,9000,14.79,C,1,MORTGAGE,65100,23
0,14300,10.99,B,3,OWN,44390,23
0,10000,7.49,A,2,RENT,20000,22
0,4000,9.99,B,3,RENT,12360,37
0,5000,5.42,A,2,MORTGAGE,1.00E+05,31
0,17000,9.99,B,8,RENT,47000,23
0,13000,6.99,A,6,MORTGAGE,75000,26
0,3600,6.99,A,7,MORTGAGE,60000,46
0,15000,12.99,C,12,MORTGAGE,74628,31
0,2000,11.99,B,2,RENT,40000,24
0,7800,10.59,B,3,MORTGAGE,26000,23
0,12000,10.99,B,3,MORTGAGE,65000,26
0,5000,13.99,C,5,MORTGAGE,48000,23
0,11000,7.49,A,3,MORTGAGE,55000,27
0,4500,11.99,B,2,RENT,52000,39
0,14700,5.99,A,16,RENT,37000,27
1,9000,11.49,B,6,MORTGAGE,141000,54
0,6000,16.49,D,7,RENT,55200,26
0,14750,12.99,C,6,MORTGAGE,42000,22
0,4200,7.49,A,8,MORTGAGE,66000,31
0,11200,5.42,A,15,MORTGAGE,40000,28
0,6000,6.99,A,9,RENT,65000,31
0,4000,5.99,A,1,RENT,35000,29
0,35000,15.23,C,4,RENT,65500,23
0,8000,13.49,C,3,MORTGAGE,130000,25
0,6000,7.49,A,29,MORTGAGE,150000,32
0,8000,10.59,B,0,RENT,65000,22
0,5000,6.99,A,9,MORTGAGE,40000,29
0,15600,5.99,A,16,MORTGAGE,86000,28
0,18000,10.99,B,7,MORTGAGE,90722,28
0,35000,15.99,D,0,MORTGAGE,98000,39
0,2000,16.49,D,5,RENT,32000,23
0,6000,12.99,C,19,MORTGAGE,42000,22
0,10000,5.99,A,3,RENT,36000,24
0,15000,6.99,A,15,MORTGAGE,90000,34
0,14000,6.99,A,12,RENT,30000,22
0,13500,5.99,A,0,RENT,185000,26
0,24000,9.99,B,5,RENT,180000,36
0,2500,21.36,F,0,RENT,28800,34
0,5850,9.99,B,6,RENT,44000,48
0,18000,9.99,B,16,MORTGAGE,84000,24
1,2800,NA,C,NA,OWN,17760,38
0,4000,5.42,A,26,RENT,24960,29
0,5000,15.99,D,25,MORTGAGE,120000,24
0,8800,10.99,B,6,RENT,108000,24
0,12000,8.49,A,3,MORTGAGE,85920,20
0,12000,5.42,A,18,RENT,57000,30
0,3500,12.99,C,3,MORTGAGE,75000,26
0,5400,15.23,C,2,RENT,18000,22
0,20000,10.99,B,8,MORTGAGE,89000,22
0,24000,10.99,B,5,MORTGAGE,76000,22
0,2000,NA,C,6,RENT,67000,26
0,6500,12.99,C,2,MORTGAGE,68000,25
0,10975,6.99,A,8,MORTGAGE,125000,33
0,4000,7.49,A,0,MORTGAGE,67000,24
0,8000,5.99,A,3,MORTGAGE,65000,24
0,12000,16.49,D,7,MORTGAGE,54000,25
0,3000,18.39,E,19,RENT,44000,27
0,3000,11.49,B,NA,MORTGAGE,45600,23
0,5500,11.49,B,2,RENT,35000,32
0,21000,11.99,B,24,MORTGAGE,215662,28
0,2400,8.49,A,1,RENT,48000,23
0,2000,12.99,C,7,RENT,26000,25
0,8000,6.99,A,5,OWN,22000,28
0,3000,13.99,C,15,MORTGAGE,39000,25
0,8000,17.49,D,7,MORTGAGE,60500,24
0,20000,11.99,B,5,RENT,65000,30
0,7000,10.99,B,5,RENT,18000,29
1,3000,11.99,B,22,MORTGAGE,66000,34
0,7000,10.59,B,13,RENT,64000,28
0,6400,14.79,C,7,MORTGAGE,63000,28
0,7000,7.49,A,11,RENT,62000,25
0,14400,22.11,G,11,MORTGAGE,140000,28
0,5000,6.99,A,5,MORTGAGE,42000,22
0,5000,11.99,B,8,MORTGAGE,80000,42
1,8000,13.49,C,5,MORTGAGE,52000,31
0,10000,5.99,A,3,MORTGAGE,1.00E+05,24
0,2100,8.49,A,0,OWN,21600,36
1,15000,9.99,B,2,RENT,1.00E+05,24
0,4000,5.99,A,6,MORTGAGE,95000,30
0,4200,9.99,B,2,RENT,31500,31
0,3600,11.99,B,4,RENT,48000,33
0,8000,13.49,C,0,RENT,86400,34
0,2400,15.99,D,0,RENT,36069,27
0,4000,10.99,B,2,OWN,14400,22
0,8000,6.99,A,6,MORTGAGE,65000,22
0,6000,9.99,B,20,RENT,50000,29
0,11300,9.99,B,1,RENT,42000,29
0,3600,13.99,C,4,RENT,69000,30
0,35000,18.39,E,20,MORTGAGE,3.00E+05,37
0,6000,9.99,B,5,MORTGAGE,120000,23
0,5000,15.23,C,3,RENT,29000,29
0,35000,13.49,C,10,MORTGAGE,381450,41
1,4500,10.59,B,1,MORTGAGE,42000,26
0,5200,8.49,A,0,MORTGAGE,61250,39
0,7000,15.99,D,34,OWN,50400,23
0,25000,10.99,B,17,RENT,90000,25
0,16800,10.99,B,7,MORTGAGE,80000,30
0,2200,15.23,C,3,RENT,24000,23
0,2800,11.49,B,12,OWN,27560,22
0,1525,15.23,C,2,RENT,26989.22,26
0,10000,10.59,B,2,MORTGAGE,63000,21
0,2400,8.49,A,2,MORTGAGE,67900,26
0,7500,10.99,B,2,RENT,35000,25
0,5700,12.99,C,1,RENT,35000,22
0,3000,15.62,D,0,RENT,25000,27
0,4800,5.99,A,NA,RENT,89000,26
0,2200,7.49,A,1,RENT,35360,21
0,6000,11.99,B,11,RENT,55560,31
1,35000,13.49,C,11,MORTGAGE,120000,31
0,2500,10.99,B,12,MORTGAGE,50400,23
0,8000,7.49,A,5,MORTGAGE,54000,24
0,18000,8.49,A,13,RENT,86000,26
1,7000,11.49,B,19,MORTGAGE,69600,25
0,3000,11.49,B,18,MORTGAGE,1.00E+05,22
0,6400,10.59,B,2,RENT,36000,30
0,5000,7.49,A,6,MORTGAGE,144000,27
0,9000,10.59,B,12,MORTGAGE,40000,32
0,10400,11.49,B,22,OWN,38000,31
0,27500,11.99,B,2,OWN,85000,24
0,1800,12.99,C,5,RENT,145000,33
0,10000,7.49,A,6,RENT,50000,25
0,1000,10.59,B,NA,MORTGAGE,36000,31
0,5000,NA,C,2,RENT,45000,25
0,6000,11.49,B,19,MORTGAGE,70000,22
0,3600,6.99,A,2,OWN,40000,28
0,18000,6.99,A,10,MORTGAGE,110000,33
0,16000,NA,B,1,RENT,105000,27
0,11500,NA,A,6,OWN,56000,31
0,6125,7.49,A,2,RENT,70000,29
0,7500,9.99,B,17,RENT,60000,22
0,4000,10.59,B,11,RENT,49000,27
0,3800,5.99,A,2,MORTGAGE,21600,21
0,4000,17.99,E,0,RENT,36000,36
0,7500,7.49,A,5,RENT,31000,31
0,8000,11.99,B,9,MORTGAGE,75000,29
0,12000,6.99,A,6,RENT,70000,26
0,6400,10.99,B,4,RENT,20000,21
0,13625,NA,B,4,RENT,64900,26
0,15000,12.99,C,5,MORTGAGE,370000,25
0,10000,13.99,C,10,MORTGAGE,85000,22
0,14400,9.99,B,7,MORTGAGE,65000,26
1,9950,12.99,C,7,RENT,30784,33
0,18000,10.99,B,3,MORTGAGE,103992,28
0,5000,6.99,A,6,MORTGAGE,45000,26
0,8000,9.99,B,9,RENT,50000,24
0,10000,7.49,A,4,RENT,60000,24
0,10000,9.99,B,0,RENT,85248,27
0,5000,5.99,A,12,MORTGAGE,60000,22
0,20000,NA,B,1,RENT,350000,28
0,3200,8.49,A,1,RENT,55000,26
0,1900,NA,C,7,RENT,19392,26
0,20000,11.99,B,0,MORTGAGE,57000,23
0,12000,10.99,B,4,RENT,120000,35
0,7000,10.99,B,15,RENT,45000,25
0,2000,10.59,B,2,RENT,19200,23
0,7000,11.99,B,0,MORTGAGE,75000,24
0,5600,15.99,D,8,RENT,75000,30
0,12000,7.49,A,15,OWN,51000,27
0,12375,11.49,B,17,MORTGAGE,56000,25
0,6000,10.99,B,8,RENT,98000,26
0,5000,NA,B,5,RENT,71000,22
0,11200,NA,B,2,RENT,87500,29
0,4800,NA,B,8,RENT,50000,34
0,3600,7.49,A,9,RENT,32000,24
0,3050,6.99,A,2,RENT,36000,32
0,7000,7.49,A,2,RENT,99100,26
0,8000,11.99,B,18,MORTGAGE,82000,31
0,5000,9.99,B,4,RENT,47000,23
0,7000,7.49,A,5,MORTGAGE,74400,50
0,5000,10.59,B,1,MORTGAGE,51600,23
0,4100,13.49,C,0,RENT,20000,23
0,9600,11.99,B,2,MORTGAGE,24000,28
0,10000,11.99,B,4,MORTGAGE,41004,41
0,15000,7.49,A,5,MORTGAGE,70000,27
0,4800,7.49,A,8,RENT,24000,22
0,6000,10.99,B,24,MORTGAGE,141000,43
0,17950,NA,A,2,RENT,130000,26
0,12000,10.99,B,2,RENT,39600,25
0,7000,6.99,A,1,RENT,150000,52
0,3500,6.99,A,7,RENT,35000,24
0,6700,10.99,B,3,RENT,25700,33
0,8000,11.99,B,3,RENT,130000,23
0,14400,11.99,B,NA,RENT,84000,32
0,3000,10.59,B,3,RENT,18000,22
1,2000,18.39,E,21,MORTGAGE,72000,39
0,1800,11.99,B,5,RENT,33195.2,23
0,12000,11.49,B,4,RENT,120000,34
0,12000,14.79,C,0,RENT,24000,22
0,6000,16.49,D,NA,RENT,25200,32
0,2000,12.99,C,2,MORTGAGE,124000,36
1,10000,6.99,A,1,MORTGAGE,57000,27
0,3000,7.49,A,23,RENT,45000,24
0,3000,5.42,A,1,RENT,68000,30
0,8500,5.42,A,4,RENT,44000,22
0,10000,8.49,A,6,RENT,80000,22
0,8000,15.99,D,8,MORTGAGE,88000,30
0,10000,5.99,A,0,RENT,33000,37
1,7500,10.59,B,12,RENT,36000,26
0,6000,7.49,A,0,MORTGAGE,28800,23
0,6000,9.99,B,14,MORTGAGE,105000,24
0,9600,6.99,A,8,MORTGAGE,50000,24
0,10300,10.59,B,3,RENT,45000,21
0,3000,5.42,A,4,MORTGAGE,66000,29
0,5975,12.99,C,5,MORTGAGE,26400,25
0,6700,15.23,C,5,RENT,85000,23
0,10000,13.49,C,5,RENT,67000,44
0,7500,15.23,C,3,MORTGAGE,90000,34
0,10000,14.79,C,1,MORTGAGE,1.00E+05,29
0,8000,11.99,B,3,RENT,41200,29
0,5500,NA,B,0,MORTGAGE,50000.04,24
1,12000,5.42,A,2,RENT,36000,28
0,9000,7.49,A,5,MORTGAGE,96000,33
0,6000,6.99,A,5,RENT,46000,30
0,7500,NA,A,1,MORTGAGE,60000,51
0,15000,10.99,B,5,RENT,42000,29
1,6000,9.99,B,2,RENT,43000,35
0,5000,16.49,D,3,OWN,60000,31
0,9600,NA,B,0,MORTGAGE,78000,29
0,6000,5.99,A,7,MORTGAGE,25800,30
0,2500,12.99,C,5,MORTGAGE,75000,31
0,10000,NA,C,4,RENT,140000,47
0,10000,NA,A,2,MORTGAGE,60000,22
0,4500,5.42,A,8,MORTGAGE,48000,29
0,15000,13.49,C,0,RENT,80000,28
0,4000,6.99,A,5,MORTGAGE,60000,30
0,6000,6.99,A,6,RENT,55000,22
0,3250,7.49,A,4,RENT,125000,43
0,10000,5.99,A,23,RENT,59600,24
0,8000,9.99,B,2,MORTGAGE,38000,22
0,3500,11.49,B,6,RENT,53000,28
0,1000,10.99,B,3,RENT,26400,33
0,8550,11.99,B,3,RENT,42000,22
0,3600,6.99,A,8,MORTGAGE,44000,32
1,5000,12.99,C,NA,RENT,30000,23
0,2200,16.49,D,2,RENT,16200,21
0,15000,10.99,B,2,RENT,35000,34
1,2800,8.49,A,NA,MORTGAGE,15204,23
0,8000,7.49,A,18,RENT,70000,29
0,13800,8.49,A,2,RENT,79000,24
0,10000,10.99,B,12,RENT,50000,22
0,7000,6.99,A,22,MORTGAGE,30000,32
0,6400,15.62,D,0,RENT,38000,34
0,4800,NA,C,5,RENT,105000,24
0,20000,7.49,A,3,RENT,80000,27
1,6000,7.49,A,6,RENT,48000,22
0,3400,NA,B,7,MORTGAGE,60000,27
0,3600,11.99,B,NA,RENT,24000,21
0,7950,10.99,B,13,RENT,50700,21
0,3500,12.99,C,1,MORTGAGE,60000,40
0,11650,11.99,B,15,RENT,40000,23
1,3625,10.59,B,2,RENT,58000,23
0,1825,15.62,D,2,RENT,14400,21
0,4000,7.49,A,2,RENT,23400,27
0,6000,14.79,C,1,RENT,50000,25
0,10875,7.49,A,7,OWN,51500,50
0,6000,15.99,D,2,RENT,30000,24
0,3600,15.23,C,2,RENT,68480,37
0,6000,5.42,A,11,MORTGAGE,114000,40
0,4000,12.99,C,4,RENT,38400,22
1,6000,10.59,B,0,RENT,19200,24
0,6500,8.49,A,0,RENT,30000,33
0,7000,7.49,A,7,RENT,52249.92,31
0,2650,NA,A,4,OWN,17795,27
0,1000,9.99,B,4,RENT,48000,33
0,1000,7.49,A,3,RENT,21000,28
0,4000,10.59,B,0,RENT,45200,30
0,5000,5.99,A,5,MORTGAGE,35256,36
0,3000,NA,B,9,MORTGAGE,54000,32
0,35000,16.49,D,3,MORTGAGE,177632,44
0,12000,11.49,B,4,RENT,75000,22
0,20000,13.49,C,6,MORTGAGE,93000,30
0,4800,10.99,B,3,RENT,160800,29
0,7200,12.99,C,4,RENT,62000,28
1,4800,8.9,A,6,MORTGAGE,24600,32
0,21000,11.63,B,0,RENT,92000,37
0,11200,7.91,A,3,MORTGAGE,102000,25
0,5975,7.42,A,8,MORTGAGE,36000,22
0,5600,11.14,B,7,RENT,48000,24
0,4800,12.12,B,5,RENT,60000,46
0,10000,16.11,C,4,RENT,42000,30
0,1800,17.54,D,3,RENT,15000,33
0,12000,5.42,A,7,RENT,91392,23
0,5400,8.9,A,4,MORTGAGE,65000,23
1,2500,13.84,C,NA,RENT,19464,24
0,5000,8.9,A,4,RENT,44000,26
0,6000,19.39,E,0,RENT,36000,22
0,6000,6.62,A,18,MORTGAGE,60000,22
0,12000,5.42,A,2,MORTGAGE,159996,23
0,14000,7.91,A,2,MORTGAGE,320000,33
0,5000,12.62,B,4,OWN,50000,22
0,4000,5.42,A,10,MORTGAGE,48000,26
0,10625,11.14,B,4,RENT,117000,40
0,11750,8.9,A,9,MORTGAGE,49000,30
0,5000,7.91,A,0,RENT,25200,32
0,35000,16.11,C,1,RENT,1.00E+05,27
0,4000,7.42,A,4,OWN,70000,25
1,2800,8.9,A,11,RENT,54000,21
0,3000,6.62,A,2,RENT,24000,33
0,5000,7.91,A,7,RENT,56000,26
0,5600,NA,A,6,RENT,38000,24
0,5000,NA,D,0,RENT,15000,22
0,10000,5.42,A,6,MORTGAGE,60000,23
0,3000,NA,C,4,RENT,75000,24
0,6400,9.67,B,2,RENT,46000,26
0,5000,9.67,B,11,MORTGAGE,99600,22
0,12000,NA,A,0,RENT,42000,37
0,6400,20.2,E,6,RENT,50000,23
0,12000,5.42,A,16,MORTGAGE,56700,23
0,6500,5.42,A,NA,OWN,36000,24
0,10000,5.42,A,0,MORTGAGE,93000,32
1,12000,NA,A,5,MORTGAGE,39996,28
0,3200,6.62,A,15,MORTGAGE,55530,21
1,10000,NA,B,1,RENT,35000,36
0,19600,17.19,D,0,RENT,110000,32
0,12000,13.84,C,1,RENT,60000,30
0,5250,12.87,C,2,MORTGAGE,56000,24
0,4000,9.67,B,2,RENT,58000,27
0,3000,6.62,A,2,MORTGAGE,88668,25
0,4400,15.62,D,NA,RENT,59976,37
0,16000,6.62,A,4,MORTGAGE,97000,23
0,5500,12.87,C,19,MORTGAGE,75000,41
1,11200,7.42,A,4,MORTGAGE,50400,23
0,5200,7.91,A,10,MORTGAGE,63599,36
0,15000,12.12,B,11,MORTGAGE,56700,28
0,9800,8.9,A,2,RENT,107000,26
0,3600,8.9,A,3,RENT,18700,22
0,14000,7.91,A,5,RENT,45000,31
0,13500,5.42,A,18,OWN,129600,23
0,3000,15.62,C,5,RENT,60000,26
0,6000,12.87,C,11,MORTGAGE,43200,26
0,8000,5.42,A,1,RENT,55000,23
0,7000,5.42,A,5,MORTGAGE,155000,31
0,7200,11.14,B,0,RENT,60000,26
0,10000,18.07,D,6,OWN,98000,23
0,20000,NA,B,1,RENT,75000,27
0,12000,NA,B,3,RENT,67000,28
0,4500,7.42,A,6,RENT,82560,25
0,3100,20.69,E,7,MORTGAGE,96000,37
0,24000,15.62,C,4,OWN,190000,24
0,8400,5.42,A,3,MORTGAGE,72000,22
0,12000,7.42,A,6,RENT,48672,23
0,5000,NA,D,1,RENT,38000.04,29
0,12000,6.62,A,8,MORTGAGE,92000,29
1,35000,NA,B,10,MORTGAGE,487000,39
0,13500,9.67,B,7,MORTGAGE,55000,22
0,15000,7.91,A,7,MORTGAGE,43200,32
0,8500,11.14,B,9,MORTGAGE,70000,29
0,5600,11.63,B,4,MORTGAGE,95000,30
0,14400,11.14,B,3,RENT,72000,23
0,7000,NA,E,7,RENT,43000,23
0,6000,18.07,D,0,RENT,21600,27
0,7100,8.9,A,3,RENT,31000,36
0,4500,5.42,A,31,MORTGAGE,99000,29
0,5000,14.82,C,4,MORTGAGE,39996,24
1,2400,17.19,D,1,RENT,30000,21
0,7200,5.42,A,19,MORTGAGE,36000,23
1,5000,15.62,C,1,RENT,43200,39
0,15000,12.87,C,1,MORTGAGE,130000,23
0,4000,17.19,D,10,RENT,34000,27
0,15000,7.91,A,11,MORTGAGE,160000,23
0,1500,11.63,B,0,RENT,44400,23
0,4200,NA,B,12,RENT,29000,26
1,9750,17.19,D,3,RENT,20800,31
0,5000,5.42,A,6,RENT,81000,24
0,7000,7.91,A,2,RENT,97000,26
0,10000,16.11,C,7,MORTGAGE,45600,23
0,2500,14.82,C,6,RENT,52000,26
0,11000,11.14,B,2,RENT,90000,24
0,6000,11.14,B,14,MORTGAGE,99780,29
0,4000,14.82,C,6,RENT,61260,37
0,4000,12.87,C,5,RENT,45000,21
0,4000,18.07,D,16,MORTGAGE,40000,36
1,8000,12.12,B,1,RENT,42000,24
0,5000,7.91,A,7,MORTGAGE,26000,23
0,15000,18.49,D,4,MORTGAGE,45000,29
0,6000,7.42,A,2,RENT,53819,22
0,15000,11.14,B,19,MORTGAGE,130000,25
1,9725,12.12,B,8,OWN,50000,29
0,2000,15.62,C,2,OWN,42000,36
0,7125,9.67,B,6,RENT,24000,22
0,5400,7.42,A,5,MORTGAGE,40000,22
0,13225,16.11,C,0,MORTGAGE,123000,27
0,2000,16.59,D,4,RENT,24000,25
0,12000,7.91,A,3,RENT,52000,30
0,4000,6.62,A,8,MORTGAGE,45000,25
0,8000,NA,B,0,RENT,22000,29
0,8000,5.42,A,3,MORTGAGE,46000,36
0,1200,9.67,B,2,MORTGAGE,30000,23
0,14400,8.9,A,4,RENT,59000,23
0,10000,9.99,B,3,OWN,96000,31
0,7000,6.99,A,22,RENT,62000,33
0,5000,14.79,C,1,RENT,36000,23
0,2000,5.99,A,1,MORTGAGE,54000,48
0,13650,10.99,B,25,MORTGAGE,50000,29
0,5000,13.49,C,4,RENT,33600,21
0,28000,8.49,A,12,MORTGAGE,132132,24
0,5000,15.62,D,1,RENT,56000,24
0,12000,12.99,C,3,RENT,55000,33
1,6000,13.49,C,31,RENT,72000,26
0,4000,5.99,A,3,MORTGAGE,36000,21
0,9000,NA,A,11,MORTGAGE,71000,44
0,10000,7.49,A,12,MORTGAGE,65000,23
1,7125,9.99,B,2,MORTGAGE,60000,32
0,1925,10.59,B,2,MORTGAGE,54996,23
0,13000,NA,A,6,MORTGAGE,79000,27
0,7200,NA,B,5,RENT,68000,34
0,12000,13.99,C,18,MORTGAGE,80000,24
0,11000,8.49,A,0,MORTGAGE,1.00E+05,23
0,7500,13.49,C,NA,RENT,38400,33
0,3000,8.49,A,10,MORTGAGE,93000,31
1,9000,15.62,D,1,RENT,38400,28
0,2975,5.99,A,3,MORTGAGE,30000,35
1,2050,13.49,C,23,MORTGAGE,33000,24
0,15000,10.59,B,5,RENT,60000,22
1,3200,12.99,C,NA,RENT,39000,25
0,3000,NA,B,3,RENT,41000,25
1,1300,13.49,C,56,RENT,70000,24
0,9150,13.99,C,1,RENT,120000,33
0,15000,7.49,A,7,MORTGAGE,175000,27
1,3000,9.99,B,0,RENT,19200,23
0,10000,15.99,D,15,MORTGAGE,162500,26
1,11500,10.99,B,3,MORTGAGE,55000,32
0,12000,5.42,A,4,MORTGAGE,31000,32
0,5000,8.49,A,5,MORTGAGE,109000,25
0,8000,8.49,A,3,RENT,36000,31
0,6000,NA,A,2,MORTGAGE,40000,36
1,17600,13.49,C,13,MORTGAGE,1.00E+05,32
0,5300,7.49,A,3,MORTGAGE,36000,25
0,7000,8.49,A,3,RENT,65000,28
0,18000,7.49,A,11,OWN,51000,27
0,7450,15.99,D,9,RENT,80000,27
1,21000,NA,B,38,MORTGAGE,175000,27
